ID,date,item
T4895,2022-09-03,TOFFEES (COFFY BITE)|LIQUIDS (SUNNY)|SOOJI (UTTAM)|HAND WASH (SANTOOR CLASSIC)|RICE BRAN (FORTUNE)
T4896,2022-09-03,SWEET/COOKIES (NUTRICHOICE OATS COOKIES)|SWEET/COOKIES (HIDE & SEEK CHOCOLATE CHIP)
T4898,2022-09-03,MANUAL (COLGATE SUPER FLEXIBLE JUNIOR)|HAIR DYES     (1/76) (GODREJ NUPUR MEHENDI)|LIQUIDS (LIZOL DISINFECT FLR CLNR)|SUN FLOWER (FORTUNE)|SALT CRACKER (MONACO)|SWEET/COOKIES (NUTRICHOICE DIGESTIVE)|MAIN PACKS (ROYAL CUP)|SOOJI (UTTAM)|BRANDED (PARACHUTE)|PREMIUM (MEDIMIX AYURVEDIC)|DETERGENT CAKES/BARS (WHEEL ACTIVE)|WASHING POWDERS/LIQUIDS (WHEEL GREEN)|TOOTH PASTES (DABUR RED)
T4899,2022-09-03,MAIN PACKS (BROOKE BOND TAAZA LEAF)|PACKAGED PURE GHEE (GOWARDHAN)
T4901,2022-09-03,TRADITIONAL (VIM)|ATTA (PILLSBURY CHAKKI FRSH)
T4902,2022-09-03,GLUCOSE POWDER & TABLET (GLUCOSE-D (DABUR))
T4903,2022-09-03,SUN FLOWER (NATURE FRESH ACTILITE)
T4904,2022-09-03,NON-ALKALINE (EVEREADY 1015)|SUN FLOWER (NATURE FRESH ACTILITE)
T4905,2022-10-03,CREAM (OREO VANILLA)
T4907,2022-11-03,CREAM (BRITANNIA BOURBON)|CREAM (OREO CHOCOLATE)
T4908,2022-11-03,TOFFEES (COFFY BITE)|LIQUID BLEACHES (RIN)
T4910,2022-11-03,MAIN PACKS (SOCIETY LEAF)
T4911,2022-11-03,SUN FLOWER (KIRTI GOLD)|PURE (TATA SAMPANN)
T4912,2022-11-03,LIQUIDS (LIZOL DISINFECT FLR CLNR)|MAIN PACKS (SOCIETY LEAF)|JAMS (KISSAN)|KETCHUPS/SAUCES (KISSAN FRESH KETCHUP)|WASHING POWDERS/LIQUIDS (SURF EXCEL QUICK WASH)|WASHING POWDERS/LIQUIDS (TIDE JASMINE ROSE)|SUN FLOWER (FORTUNE)
T4913,2022-11-03,ATTA (PATANJALI)|SUN FLOWER (SUNDAY)
T4914,2022-12-03,SUN FLOWER (FORTUNE)|PREMIUM (GODREJ NO 1 ROSEWATER & ALMOND)|SOOJI (UTTAM)
T4915,2022-12-03,CREAM (OREO VANILLA)
T4916,2022-12-03,POWDERED SALT (TATA SALT)|SPECIALIZED (OM SHANTHI)|VERMICILLI (PREMIUM)|PURE (TATA SAMPANN)|PURE (TATA SAMPANN)|CREAM (TREAT JAM)|SWEET/COOKIES (GOOD DAY CASHEW)|BRANDED (PARACHUTE)
T4917,2022-12-03,SUN FLOWER (FORTUNE)
T4918,2022-12-03,INSTANT NOODLES (MAGGI MASALA)
T4919,2022-12-03,SWEET/COOKIES (HIDE & SEEK CHOCOLATE CHIP)|PURE (TATA SAMPANN)|SWEET/COOKIES (NUTRICHOICE DIGESTIVE)|PASTA (DEL MONTE)
T4920,2022-12-03,POWDERED SALT (TATA SALT)|PURE (EVEREST)|PASTA (DEL MONTE)|SALT CRACKER (MONACO)|MAIN PACKS (SOCIETY LEAF)|PACKAGED PURE GHEE (GOWARDHAN)|TRADITIONAL (VIM)|PREMIUM (SANTOOR)|DETERGENT CAKES/BARS (RIN ADVANCED)
T4921,2022-03-13,CREAM (OREO VANILLA)
T4922,2022-03-13,PACKAGED PURE GHEE (PATANJALI)|BRANDED (PATANJALI TEJUS)
T4923,2022-03-13,SWEET/COOKIES (GOOD DAY CASHEW)
T4924,2022-03-13,SAFETY RAZOR BLADES (SUPERMAX)|ATTA (NATURE FRSH SAMPOORNA CHK ATTA)|SUN FLOWER (NATURE FRESH ACTILITE)
T4928,2022-03-13,RIGID (INDULEKHA)
T4929,2022-03-13,CREAM (BRITANNIA BOURBON)
T4930,2022-03-13,POPULAR (LEVER AYUSH NATURAL FARNS SFRN)|PREMIUM (PEARS SOFT & FRESH)|PACKAGED PURE GHEE (GOWARDHAN)|DETERGENT CAKES/BARS (SURF EXCEL)
T4937,2022-03-15,CREAM (OREO CHOCOLATE)
T4939,2022-03-15,SWEET/COOKIES (HAPPY HAPPY)
T4941,2022-03-15,NON-SALT CRACKER (50-50 MSK CK)|CREAM (OREO VANILLA)|WASHING POWDERS/LIQUIDS (SASA LIQUID DETERGENT)
T4942,2022-03-15,NUTS (BALAJI MASALA PEAS)
T4943,2022-03-15,ANTISEPTIC LIQ (DETTOL LIQUID)|PURE (LAXMI)|WASHING POWDERS/LIQUIDS (TIDE JASMINE ROSE)|LIQUIDS (HARPIC POWER PLUS)|PURE (TATA I-SHAKTI)|PURE (TATA SAMPANN)
T4944,2022-03-15,INSTANT NOODLES (CHING'S SECRET)
T4945,2022-03-15,CREAM (BRITANNIA BOURBON)|COUNT (KINDER JOY)
T4959,2022-03-17,SOOJI (UTTAM)
T4960,2022-03-17,SWEET/COOKIES (HAPPY HAPPY)
T4963,2022-03-17,PASTA (MAGGI PAZZTA CHEESE MACRONI)
T4964,2022-03-17,BLENDED (EVEREST)
T4965,2022-03-17,BLENDED (BEDEKAR)
T4967,2022-03-17,MAIN PACKS (SOCIETY LEAF)
T4969,2022-03-18,SOOJI (UTTAM)|LIQUID BLEACHES (RIN)|HAND WASH (SANTOOR CLASSIC)|ATTA (AASHIRVAAD WHOLE WHEAT)
T4970,2022-03-18,CREAM (OREO CHOCOLATE)
T4971,2022-03-18,MARIE (MARIE GOLD REGULAR)
T4973,2022-03-18,DESSERT MIXES (GITS)
T4976,2022-03-18,LIQUIDS (HARPIC POWER PLUS)|PURE (TATA SAMPANN)|CREAM (BRITANNIA BOURBON)|GLUCOSE (PARLE-G)|SUN FLOWER (GEMINI)|SUN FLOWER (KIRTI GOLD)|INSTANT NOODLES (MAGGI MASALA)|PREMIUM (SANTOOR)
T4977,2022-03-19,BLENDED (SUHANA)
T4979,2022-03-19,MARIE (MARIE GOLD REGULAR)|BRANDED (PARACHUTE)|WASHING POWDERS/LIQUIDS (TIDE)|SUN FLOWER (FORTUNE)|MAIN PACKS (BROOKE BOND RED LABEL)
T4982,2022-03-19,CREAM (SUNFEAST BOUNCE CHOCO TWIST)
T4984,2022-03-19,POWDERED SALT (TATA SALT)|RICE BRAN (FORTUNE)
T4985,2022-03-19,LIQUID BLEACHES (RIN)
T4988,2022-03-20,TRADITIONAL (VIM)|MARIE (VITA MARIE GOLD)|GEL (AER POCKET)|TOOTH PASTES (COLGATE DENTALCREAM)|LIQUIDS (HARPIC)|LIQUID BLEACHES (RIN)
T4991,2022-03-20,EXTRUDED SNACKS (CHHEDAS)
T4992,2022-03-20,BRANDED (PARACHUTE)
T4994,2022-03-20,ATTA (AASHIRVAAD WHOLE WHEAT)
T4996,2022-03-21,PREMIUM (SANTOOR)|TOOTH PASTES (VICCO VAJRADANTI)
T4997,2022-03-21,POWDERED SALT (TATA SALT)|DETERGENT CAKES/BARS (RIN ADVANCED)|SUN FLOWER (NATURE FRESH ACTILITE)
T4998,2022-03-21,CREAM (OREO VANILLA)
T4999,2022-03-21,MANUAL (COLGATE SUPER FLEXIBLE)
T5001,2022-03-21,MAIN PACKS (LIPTON GREEN TEA)
T5002,2022-03-21,SOOJI (UTTAM)
T5003,2022-03-21,FABRIC SOFTNERS (COMFORT BLUE - MORNING FRESH)|POWDERED SALT (TATA SALT)
T5004,2022-03-21,SUN FLOWER (NATURE FRESH ACTILITE)|BLENDED (AACHI)|PURE (TATA SAMPANN)
T5005,2022-03-21,POWDERED SALT (TATA SALT)
T5006,2022-03-22,CREAM (OREO VANILLA)
T5007,2022-03-22,SWEET/COOKIES (HAPPY HAPPY)
T5010,2022-03-22,EXTRUDED SNACKS (PEPPY)|GLUCOSE (PARLE-G)|TOOTH PASTES (DANT KANTI)
T5012,2022-03-22,SWEET/COOKIES (NICE TIME)|MARIE (MARIE GOLD REGULAR)
T5013,2022-03-22,BLENDED (EVEREST)|MARIE (MARIE GOLD REGULAR)
T5014,2022-03-22,PURE (TATA SAMPANN)|SUN FLOWER (NATURE FRESH ACTILITE)
T5015,2022-03-22,BLENDED (CHING'S SECRET)|SALT CRACKER (MONACO)|MARIE (VITA MARIE GOLD)|CREAM (PRIYAGOLD CLASSIC)|CREAM (TREAT STARS)|CREAM (GOLDEN OREO)|NON-SALT CRACKER (50-50 MSK CK)
T5016,2022-03-22,MARIE (MARIE GOLD REGULAR)
T5017,2022-03-22,WASHING POWDERS/LIQUIDS (RIN)
T5018,2022-03-23,CREAM (OREO VANILLA)
T5020,2022-03-23,SWEET/COOKIES (HAPPY HAPPY)
T5021,2022-03-23,POWDERED SALT (TATA SALT)|PURE (TATA I-SHAKTI)|PURE (TATA SAMPANN)|LIQUID BLUES (UJALA SUPREME)|WASHING POWDERS/LIQUIDS (SURF EXCEL QUICK WASH)|WASHING POWDERS/LIQUIDS (TIDE JASMINE ROSE)|TOOTH PASTES (COLGATE DENTALCREAM)|DETERGENT CAKES/BARS (RIN ADVANCED)|SUN FLOWER (FORTUNE)|MAIN PACKS (SOCIETY LEAF)
T5022,2022-03-23,WASHING POWDERS/LIQUIDS (SASA LIQUID DETERGENT)
T5023,2022-03-23,MARIE (VITA MARIE GOLD)|INSTANT NOODLES (MAGGI MASALA)|SWEET/COOKIES (GOOD DAY CASHEW)
T5024,2022-03-24,MARIE (MARIE GOLD REGULAR)|INSTANT NOODLES (CHING'S SECRET)|SACHETS (PATANJALI)
T5025,2022-03-24,POWDERED SALT (TATA SALT)|ATTA (AASHIRVAAD WHOLE WHEAT)|SUN FLOWER (NATURE FRESH ACTILITE)
T5027,2022-03-24,BLENDED (CHING'S SECRET)
T5033,2022-03-25,MARIE (MARIE GOLD REGULAR)
T5034,2022-03-25,SOOJI (UTTAM)
T5035,2022-03-25,PROCESSED CHEESE (BRITANNIA)
T5036,2022-03-25,WASHING POWDERS/LIQUIDS (TIDE)|SOOJI (UTTAM)
T5037,2022-03-26,MARIE (VITA MARIE GOLD)
T5039,2022-03-26,POWDERED SALT (TATA SALT)
T5041,2022-03-26,BLENDED (TATA SAMPANN)|BLENDED (EVEREST KITCHEN KN)|WASHING POWDERS/LIQUIDS (WHEEL GREEN)
T5042,2022-03-26,LIQUID VAPORISER (GOOD KNIGHT ACTIV+)
T5043,2022-03-26,AEROSOL (HIT)
T5045,2022-03-26,ATTA (AASHIRVAAD SUPERIOR MP)
T5047,2022-03-27,PURE (S.R.R.)|PURE (TATA SAMPANN)|PURE (TATA SAMPANN)
T5048,2022-03-27,BLENDED (EVEREST)|BLENDED (EVEREST)|BLENDED (EVEREST)|BASMATI RICE (DAAWAT ROZANA MINI 60)|SUN FLOWER (SUNDROP SUPERLITE ADVANCED)|POWDERED SALT (TATA SALT)|SOOJI (UTTAM)
T5050,2022-03-27,BLENDED (EVEREST)|TOOTH PASTES (MESWAK)
T5051,2022-03-27,DETERGENT CAKES/BARS (WHEEL GREEN)|POWDERED SALT (TATA SALT)|INSTANT NOODLES (CHING'S SECRET)|SUN FLOWER (KIRTI GOLD)
T5052,2022-03-27,AGARBATTI (CYCLE 3 IN 1)
T5053,2022-03-28,BUTTER (AMUL)|SUN FLOWER (FORTUNE)
T5054,2022-03-28,DIAPERS       (8/93) (PAMPERS BABY DRY PANTS)
T5056,2022-03-29,SUN FLOWER (GEMINI)|PREMIUM (SANTOOR)|WASHING POWDERS/LIQUIDS (WHEEL ACTIVE)
T5057,2022-03-29,CREAM (OREO CHOCOLATE)
T5058,2022-03-29,MIX/CHIVRA/CHANACHUR (HALDIRAM OTHER MIXTURE)|MIX/CHIVRA/CHANACHUR (HALDIRAM)|MIX/CHIVRA/CHANACHUR (HALDIRAM)
T5059,2022-03-29,WASHING POWDERS/LIQUIDS (WHEEL GREEN)|SOOJI (SAMRAT)|PROCESSED CHEESE (AMUL)|KETCHUPS/SAUCES (KISSAN FRESH KETCHUP)|PURE (EVEREST)|VERMICILLI (PREMIUM)|FABRIC SOFTNERS (COMFORT BLUE - MORNING FRESH)
T5060,2022-03-29,CREAM (BRITANNIA BOURBON)
T5062,2022-03-30,GEL (AER POCKET)|SWEET/COOKIES (GOOD DAY CASHEW)|CREAM (SUNFEAST DARK FANTSY CHOCOFILS)|NON-SALT CRACKER (50-50 MSK CK)|PACKAGED PURE GHEE (GOWARDHAN)|SWEET/COOKIES (MILANO)|INSTANT NOODLES (KNORR SOUPY NODLS MAST MASALA)|INSTANT NOODLES (KNORR ITALIAN)|GROUND NUT OIL (GUINEA)|SUN FLOWER (FORTUNE)
T5063,2022-03-30,SUN FLOWER (KIRTI GOLD)
T5064,2022-03-30,PURE (TATA SAMPANN)|BLENDED (EVEREST)
T758,2022-01-03,POWDERED SALT (TOPLINE)|WASHING POWDERS/LIQUIDS (WHEEL GREEN)
T760,2022-01-03,PACKAGED PURE GHEE (WARANA)
T761,2022-01-03,PURE (EVEREST)
T764,2022-01-03,PACKAGED PURE GHEE (WARANA)
T765,2022-01-03,PREMIUM (FIAMA GEL BAR)
T768,2022-01-03,DAIRY WHITNERS (EVERYDAY DAIRY WHITNER)
T770,2022-01-03,SUN FLOWER (PRIYA)
T774,2022-01-03,MARIE (MARIE GOLD REGULAR)|INSTANT NOODLES (MAGGI MASALA)
T775,2022-01-03,ATTA (AASHIRVAAD MULTIGRAINS)|INSTANT COFFEE (BRU INSTANT)|BUTTER (AMUL)|WASHING POWDERS/LIQUIDS (WHEEL ACTIVE)|BLENDED (EVEREST)|BLENDED (EVEREST)
T810,2022-04-03,WASHING POWDERS/LIQUIDS (ARIEL TOP LOAD)|TRADITIONAL (EXO DISH WASH BAR)
T813,2022-04-03,SPECIALIZED (PITAMBARI)|MAIN PACKS (TATA TETLEY)
T815,2022-04-03,ATTA (SAMRAT)
T816,2022-04-03,MAIN PACKS (SOCIETY LEAF)|PURE (EVEREST)|BLENDED (EVEREST)|BLENDED OIL (SAFFOLA GOLD)
T820,2022-04-03,CREAM (BRITANNIA BOURBON)|SWEET/COOKIES (GOOD DAY BUTTER)|TRADITIONAL (EXO DISH WASH BAR)
T825,2022-04-03,INSTANT COFFEE (NESCAFE SUNRISE)
T826,2022-04-03,TOOTH PASTES (PEPSODENT 2IN1 CVTY PRTCTN)
T827,2022-04-03,SWEET/COOKIES (NUTRICHOICE OATS COOKIES)
T831,2022-04-03,BLENDED (EVEREST)
T834,2022-04-03,PURE (EVERYDAY)
T835,2022-04-03,SUN FLOWER (NATURE FRESH ACTILITE)|PACKAGED PURE GHEE (GOWARDHAN)
T838,2022-04-03,INSTANT NOODLES (MAGGI MASALA)
T839,2022-04-03,PURE (EVEREST)
T842,2022-05-03,PACKAGED PURE GHEE (WARANA)
T846,2022-05-03,POTATO WAFERS (LAYS SPANISH TOMATO TANGO)|CREAM (BRITANNIA BOURBON)|CREAM (TREAT JAM)|SWEET/COOKIES (GOOD DAY CASHEW)
T850,2022-05-03,INSTANT NOODLES (MAGGI MASALA)
T852,2022-05-03,ATTA (AASHIRVAAD WHOLE WHEAT)
T853,2022-05-03,WASHING POWDERS/LIQUIDS (TIDE JASMINE ROSE)
T854,2022-05-03,POTATO WAFERS (LAYS AMERICAN STYLE)|ATTA (AASHIRVAAD MULTIGRAINS)
T855,2022-05-03,INSTANT NOODLES (MAGGI MASALA)
T856,2022-05-03,WASHING POWDERS/LIQUIDS (SURF EXCEL EASY WASH)|ATTA (AASHIRVAAD WHOLE WHEAT)|PREMIUM (MEDIMIX AYURVEDIC)
T864,2022-06-03,MIX/CHIVRA/CHANACHUR (GARDEN)
T865,2022-06-03,MAIN PACKS (TATA AGNI EXTRA STRONG LEAVES)
T869,2022-06-03,SWEET/COOKIES (HIDE & SEEK CHOCOLATE CHIP)|NON-SALT CRACKER (50-50 JEERA MASTI)|SEV BHUJIA (HALDIRAM ALU BHUJIA)
T871,2022-06-03,SALT CRACKER (MONACO)|MAIN PACKS (SOCIETY LEAF)|PACKAGED PURE GHEE (WARANA)
T875,2022-06-03,PREMIUM (MYSORE SANDAL)|ANTISEPTIC LIQ (DETTOL LIQUID)
T879,2022-07-03,POWDERED SALT (TOPLINE)
T880,2022-07-03,LIQUIDS (SUNNY)|GEL (AER POCKET)|SCOURING SPONGE (3M SCOTCH BRITE SCRUB SPONGE)|SWEET/COOKIES (NICE TIME)|LIQUIDS (HARPIC POWER PLUS)|LIQUIDS (LIZOL DISINFECT FLR CLNR)
T883,2022-07-03,DAIRY WHITNERS (EVERYDAY DAIRY WHITNER)|LIQUIDS (LIZOL DISINFECT FLR CLNR)|SWEET/COOKIES (GOOD DAY WONDERFULLS)|SWEET/COOKIES (SUNFEAST MOM'S MAGIC FRT & MLK)|SWEET/COOKIES (NUTRICHOICE OATS COOKIES)|SWEET/COOKIES (GOOD DAY CASHEW)
T884,2022-07-03,FRAGRANCE - DEODORANT (KAMASUTRA SPARK)|INSTANT NOODLES (MAGGI MASALA)
T887,2022-07-03,CREAM (BRITANNIA BOURBON)|SWEET/COOKIES (GOOD DAY WONDERFULLS)
T890,2022-07-03,MOULDED (DAIRY MILK)|INSTANT COFFEE (NESCAFE SUNRISE)|MAIDA (SAMRAT)
T892,2022-07-03,PACKAGED PURE GHEE (WARANA)
T895,2022-07-03,ATTA (AASHIRVAAD MULTIGRAINS)
T896,2022-07-03,PROCESSED CHEESE (BRITANNIA CHEDDAR)
T897,2022-07-03,CREAM (GOLDEN OREO)
T898,2022-07-03,WASHING POWDERS/LIQUIDS (ARIEL COMPLETE)|SWEET/COOKIES (GOOD DAY CASHEW)
T899,2022-07-03,WASHING POWDERS/LIQUIDS (WHEEL GREEN)
T900,2022-07-03,BLENDED (EVEREST)|BLENDED (EVEREST)|TRADITIONAL (EXO DISH WASH BAR)|STEEL SCRUB (EXO SAFAI)
T901,2022-08-03,MAIN PACKS (SOCIETY LEAF)
T902,2022-08-03,SEV BHUJIA (HALDIRAM SEV BHUJIA)|CREAM (BRITANNIA BOURBON)|CREAM (MILK BIKIS MILK CREAM)|CREAMS/LOTIONS (ODOMOS ADVANCE)|CREAMS/LOTIONS (GOOD KNIGHT FABRIC ROLL ON)|NUTS (HALDIRAM OTHER NUTS)
T903,2022-08-03,PACKAGED PURE GHEE (WARANA)
T904,2022-08-03,LIQUIDS (LIZOL DISINFECT FLR CLNR)
T906,2022-08-03,SEV BHUJIA (GARDEN)
T907,2022-08-03,PACKAGED PURE GHEE (WARANA)
T909,2022-08-03,INSTANT NOODLES (MAGGI MASALA)
T910,2022-08-03,NUTS (NATIONAL)
T916,2022-08-03,BUTTER (AMUL)|SOOJI (SAMRAT)|WASHING POWDERS/LIQUIDS (ARIEL COMPLETE)|TRADITIONAL (PRIL PERFECT)
T927,2022-10-03,PACKAGED PURE GHEE (WARANA)|TRADITIONAL (EXO DISH WASH BAR)|READY TO EAT CEREALS (KELLOGG'S CORNFLAKE CORN)
T928,2022-10-03,BROWN POWDERS (HORLICKS CHOCOLATE)
T929,2022-10-03,INSTANT NOODLES (MAGGI MASALA)
T932,2022-10-03,INSTANT COFFEE (NESCAFE CLASSIC)|LIQUIDS (SUNNY)
T933,2022-10-03,SUN FLOWER (NATURE FRESH ACTILITE)|AGARBATTI (MANGALDEEP)|WASHING POWDERS/LIQUIDS (RIN)|WASHING POWDERS/LIQUIDS (SURF EXCEL EASY WASH)
T934,2022-10-03,INSTANT NOODLES (MAGGI MASALA)
T936,2022-10-03,SWEET/COOKIES (NUTRICHOICE DIGESTIVE)|MARIE (MARIE GOLD REGULAR)
T939,2022-10-03,PURE (EVEREST)|LIQUIDS (SUNNY)
T942,2022-10-03,MAIN PACKS (TATA AGNI EXTRA STRONG LEAVES)
T944,2022-10-03,PACKAGED PURE GHEE (WARANA)
T951,2022-10-03,NUTS (NATIONAL)|SOOJI (SAMRAT)
T952,2022-10-03,WAFER CREAM (PICKWICK CR WFF)|WASHING POWDERS/LIQUIDS (TIDE JASMINE ROSE)|LIQUIDS (LIZOL DISINFECT FLR CLNR)
T955,2022-10-03,ATTA (AASHIRVAAD SUPERIOR MP)|INSTANT NOODLES (MAGGI CUPPA)|HOT CEREALS (SAFFOLA VEGGIE TWIST)
T956,2022-10-03,READY TO COOK SOUPS (KNORR)
T998,2022-12-03,PREMIUM (LUX PINK)|ATTA (AASHIRVAAD WHOLE WHEAT)|MUSTARD/RAPE SEED (FORTUNE KACHI GHANI)
T1001,2022-12-03,GATHIA/PAPRI/RIBLON (NATIONAL)
T1003,2022-12-03,CREAM (BRITANNIA BOURBON)|BLENDED (EVEREST)
T1005,2022-12-03,WASHING POWDERS/LIQUIDS (WHEEL ACTIVE)|STEEL SCRUB (EXO SAFAI)|INSTANT NOODLES (MAGGI MASALA)
T1036,2022-03-14,NUTS (NATIONAL)
T1037,2022-03-14,PACKAGED PURE GHEE (WARANA)|SWEET/COOKIES (NUTRICHOICE DIGESTIVE)|MAIN PACKS (SOCIETY LEAF)
T1045,2022-03-14,CREAM (TREAT JAM)|DESSERT MIXES (GITS)|SWEET/COOKIES (NICE TIME)
T1046,2022-03-14,SCOURING PADS (3M SCOTCH BRITE GENERAL PURPOS)|TRADITIONAL (VIM)
T1048,2022-03-14,MAIN PACKS (BROOKE BOND TAJ MAHAL TEA BAGS)|MAIN PACKS (ECO VALLEY)
T1050,2022-03-14,SALT CRACKER (MONACO)|SWEET/COOKIES (NUTRICHOICE DIGESTIVE)
T1054,2022-03-14,BANANA CHIPS/LACHA/OTHERS (HALDIRAM BOONDI)
T1056,2022-03-14,PACKAGED PURE GHEE (WARANA)|BLENDED OIL (SAFFOLA GOLD)|BUTTER (AMUL)
T1062,2022-03-14,POTATO WAFERS (YELLOW DIAMOND)
T1063,2022-03-14,DESSERT MIXES (GITS)|MAIN PACKS (TATA TETLEY)
T1064,2022-03-15,PACKAGED PURE GHEE (WARANA)
T1067,2022-03-15,BUTTER (AMUL)
T1068,2022-03-15,MAIN PACKS (BROOKE BOND RED LABEL NAT CARE)|MAIN PACKS (ECO VALLEY)
T1071,2022-03-15,SWEET/COOKIES (GOOD DAY CASHEW)|SWEET/COOKIES (NICE TIME)|PREMIUM (LUX PINK)|TOFFEES (DRYFRUITS)|CONFECTIONERY - ECLAIRS (CADBURY CHOCLAIRS GOLD)|PREMIUM (GODREJ NO 1 LAVENDER & MLK CRM)|POPULAR (FIAMA GEL BAR)|CREAMS  (12/04) (VEET NIKHAAR)|HAIR CONDITIONERS (DOVE HAIR FALL RESCUE)|BOTTLES / TUBES (CLINIC PLUS)
T1073,2022-03-15,PURE (L G)
T1075,2022-03-15,MUSTARD/RAPE SEED (FORTUNE KACHI GHANI)|BOTTLES / TUBES (CLINIC PLUS)|AGARBATTI (PARIMAL)|ANTISEPTIC LIQ (DETTOL LIQUID)|KETCHUPS/SAUCES (MAGGI TOMATO SAUCE)|SALT CRACKER (NUTRICHOICE SIMPLE LITE CRACKR)|SWEET/COOKIES (GOOD DAY CASHEW)|SWEET/COOKIES (GOOD DAY CASHEW)|MARIE (MARIE GOLD REGULAR)|INSTANT NOODLES (MAGGI MASALA)|PACKAGED PURE GHEE (GOWARDHAN)|TOOTH PASTES (COLGATE DENTALCREAM)|SOOJI (SAMRAT)|BLENDED (SAKTHI)|PURE (EVEREST)|POWDERED SALT (TATA SALT)|ATTA (AASHIRVAAD WHOLE WHEAT)
T1076,2022-03-15,DAL (HALDIRAM)
T1079,2022-03-15,BOTTLES / TUBES (DOVE DRYNESS CARE)|HAIR CONDITIONERS (DOVE DRYNESS CARE)|BLENDED (EVEREST)
T1097,2022-03-17,TRADITIONAL (VIM)
T1101,2022-03-17,PURE (EVEREST)
T1102,2022-03-17,SWEET/COOKIES (GOOD DAY CASHEW)|CREAM (BRITANNIA BOURBON)|MAIN PACKS (TATA TETLEY)|CREAM (TREAT JAM)|SWEET/COOKIES (GOOD DAY CASHEW)
T1110,2022-03-17,MOULDED (DAIRY MILK)|PURE (EVEREST)|JAMS (KISSAN)|MUSTARD/RAPE SEED (FORTUNE KACHI GHANI)
T1112,2022-03-17,NON-SALT CRACKER (50-50 MSK CK)|NUTS (HALDIRAM SALTED PEANUTS)
T1113,2022-03-17,SEV BHUJIA (GARDEN)
T1114,2022-03-17,ATTA (SAMRAT)|BLENDED (EVEREST)|SUN FLOWER (GEMINI)
T1119,2022-03-17,SWEET/COOKIES (NUTRICHOICE DIGESTIVE)|BANANA CHIPS/LACHA/OTHERS (NATIONAL)|BUTTER (AMUL)|NON-SALT CRACKER (LITTLE HEARTS)
T1121,2022-03-17,WAX POLISHES (CHERRY BLOSSOM LATHER GAURD)
T1122,2022-03-17,MAIN PACKS (TATA GOLD)
T1124,2022-03-18,PACKAGED PURE GHEE (WARANA)
T1132,2022-03-18,MAIN PACKS (SOCIETY LEAF)
T1136,2022-03-18,SUN FLOWER (FORTUNE)
T1138,2022-03-18,BASMATI RICE (KOHINOOR TIBAR)|BLENDED OIL (SAFFOLA GOLD)
T1183,2022-03-20,TRADITIONAL (EXO DISH WASH BAR)
T1185,2022-03-20,HAND WASH (DETTOL ORIGINAL)|PACKAGED PURE GHEE (WARANA)
T1193,2022-03-20,SWEET/COOKIES (GOOD DAY CASHEW)|SWEET/COOKIES (NICE TIME)|AGARBATTI (CYCLE HERITAGE)|INSTANT COFFEE (NESCAFE CLASSIC)|DAIRY WHITNERS (EVERYDAY DAIRY WHITNER)|MAIN PACKS (BROOKE BOND TAJ MAHAL TEA BAGS)
T1195,2022-03-20,BUTTER (AMUL)
T1196,2022-03-20,MARIE (MARIE GOLD REGULAR)|PACKAGED PURE GHEE (WARANA)|MIX/CHIVRA/CHANACHUR (NATIONAL)|TIL OIL (TEZ)
T1204,2022-03-20,NOODLES (CHING'S SECRET)
T1205,2022-03-20,KETCHUPS/SAUCES (MAGGI PICHKOO)|INSTANT NOODLES (MAGGI MASALA)|POTATO WAFERS (LAYS SPANISH TOMATO TANGO)
T1207,2022-03-20,EXTRUDED SNACKS (DEV)
T1210,2022-03-20,POWDERED SALT (TATA SALT)
T1211,2022-03-20,INSTANT NOODLES (MAGGI MASALA)
T1215,2022-03-21,CREAM (TREAT FRUIT CREAM)
T1222,2022-03-21,NON-SALT CRACKER (50-50 REGULAR)|NON-SALT CRACKER (50-50 MSK CK)|SALT CRACKER (MONACO)|CREAM (BRITANNIA BOURBON)|SWEET/COOKIES (SUNFEAST MOM'S MGC CSHW & ALND)|SWEET/COOKIES (GOOD DAY CASHEW)
T1223,2022-03-21,SWEET/COOKIES (GOOD DAY CASHEW)|SWEET/COOKIES (NUTRICHOICE DIGESTIVE)|PACKAGED PURE GHEE (WARANA)|BUTTER (AMUL)|MIX/CHIVRA/CHANACHUR (HALDIRAM KHATTA MITHA)
T1224,2022-03-21,POWDER (SUGAR SUBST) (SUGAR FREE GOLD)
T1225,2022-03-21,DHOOPBATTI (SHALIMAR)
T1227,2022-03-21,GEL (AER POCKET)
T1232,2022-03-22,RUBEFACIENT (VICKS BABYRUB)|SANITARY NAPKINS (WHISPER DAILY LINER)
T1237,2022-03-22,MARIE (MARIE GOLD REGULAR)|SUN FLOWER (GEMINI)|INSTANT COFFEE (NESCAFE SUNRISE)
T1243,2022-03-22,TRADITIONAL (ODOPIC SUPER SHAKTI)|DHOOPBATTI (SHALIMAR)
T1245,2022-03-22,SWEET/COOKIES (NICE TIME)
T1248,2022-03-22,SCOURING PADS (3M SCOTCH BRITE GENERAL PURPOS)|SPECIALIZED (PITAMBARI)|LIQUIDS (SUNNY)|WASHING POWDERS/LIQUIDS (SURF EXCEL EASY WASH)
T1259,2022-03-24,SWEET/COOKIES (GOOD DAY BUTTER)
T1262,2022-03-24,BLENDED (EVEREST)
